sample_id,sample_index,audio_path,split,wave_frame_normalized,filter_cutoff_normalized,filter_resonance_normalized,filter_drive_normalized,amp_attack_normalized,amp_decay_normalized,amp_sustain_normalized,amp_release_normalized
pilot_v1_00010,10,data\raw\audio\pilot_v1\pilot_v1_00010.wav,train,0.29253843426704407,0.44797587394714355,0.7813015580177307,0.38699567317962646,0.0897325947880745,0.4440912902355194,0.516857922077179,0.2638704180717468
pilot_v1_00011,11,data\raw\audio\pilot_v1\pilot_v1_00011.wav,train,0.8053174614906311,0.5995412468910217,0.34889736771583557,0.12166450917720795,0.2673531174659729,0.27788710594177246,0.9108977913856506,0.42787835001945496
pilot_v1_00012,12,data\raw\audio\pilot_v1\pilot_v1_00012.wav,train,0.9629814624786377,0.5208324790000916,0.1482921838760376,0.019651705399155617,0.3361385464668274,0.18075670301914215,0.49950382113456726,0.21851001679897308
pilot_v1_00013,13,data\raw\audio\pilot_v1\pilot_v1_00013.wav,train,0.4465250074863434,0.6636724472045898,0.5838568210601807,0.5014596581459045,0.10833805799484253,0.364552766084671,0.8806505799293518,0.3825146555900574
pilot_v1_00014,14,data\raw\audio\pilot_v1\pilot_v1_00014.wav,train,0.08585361391305923,0.3205447196960449,0.2268902212381363,0.3629167079925537,0.24963705241680145,0.47209861874580383,0.2881109416484833,0.2788536846637726
pilot_v1_00015,15,data\raw\audio\pilot_v1\pilot_v1_00015.wav,validation,0.5671390295028687,0.7256293892860413,0.6913488507270813,0.6284080743789673,0.4214012622833252,0.28265219926834106,0.6817834973335266,0.1367233842611313
pilot_v1_00016,16,data\raw\audio\pilot_v1\pilot_v1_00016.wav,train,0.6140311360359192,0.3040737509727478,0.022714434191584587,0.16897818446159363,0.06322655826807022,0.3552243709564209,0.8458918929100037,0.2934642434120178
pilot_v1_00017,17,data\raw\audio\pilot_v1\pilot_v1_00017.wav,train,0.10149585455656052,0.7434598803520203,0.4590492844581604,0.43417230248451233,0.29063647985458374,0.1890207678079605,0.4272312819957733,0.12946128845214844
pilot_v1_00018,18,data\raw\audio\pilot_v1\pilot_v1_00018.wav,train,0.49338293075561523,0.5379140973091125,0.30207541584968567,0.20206396281719208,0.35089996457099915,0.29759204387664795,0.6415298581123352,0.2230398952960968
pilot_v1_00019,19,data\raw\audio\pilot_v1\pilot_v1_00019.wav,train,0.9785892367362976,0.646305501461029,0.7657661437988281,0.6838027834892273,0.17952634394168854,0.45814529061317444,0.23539578914642334,0.36516720056533813
pilot_v1_00020,20,data\raw\audio\pilot_v1\pilot_v1_00020.wav,validation,0.7584290504455566,0.4645329713821411,0.5682878494262695,0.5810579061508179,0.22323176264762878,0.38323166966438293,0.774908185005188,0.2648142874240875
pilot_v1_00021,21,data\raw\audio\pilot_v1\pilot_v1_00021.wav,train,0.27690011262893677,0.5816581845283508,0.10150989890098572,0.3157951533794403,0.44477924704551697,0.19378593564033508,0.355881005525589,0.4069395363330841
pilot_v1_00022,22,data\raw\audio\pilot_v1\pilot_v1_00022.wav,train,0.13023537397384644,0.3769133388996124,0.6568956971168518,0.5478577017784119,0.3097302317619324,0.2696247398853302,0.962856113910675,0.33645498752593994
pilot_v1_00023,23,data\raw\audio\pilot_v1\pilot_v1_00023.wav,test,0.646936297416687,0.8075751066207886,0.22369921207427979,0.0662790834903717,0.13171903789043427,0.4534201920032501,0.5563058853149414,0.17245541512966156
pilot_v1_00024,24,data\raw\audio\pilot_v1\pilot_v1_00024.wav,train,0.7328673601150513,0.5448585748672485,0.6439453959465027,0.33174797892570496,0.2527063488960266,0.48355793952941895,0.72723388671875,0.2382248044013977
pilot_v1_00025,25,data\raw\audio\pilot_v1\pilot_v1_00025.wav,train,0.24743220210075378,0.7091771364212036,0.28654277324676514,0.6464032530784607,0.0809418186545372,0.3159868121147156,0.34588930010795593,0.4460258185863495
pilot_v1_00026,26,data\raw\audio\pilot_v1\pilot_v1_00026.wav,train,0.3472023904323578,0.3658117949962616,0.5312348008155823,0.036363642662763596,0.16464272141456604,0.16923584043979645,0.9353962540626526,0.34253647923469543
pilot_v1_00027,27,data\raw\audio\pilot_v1\pilot_v1_00027.wav,validation,0.859997034072876,0.7494062781333923,0.18866372108459473,0.47450098395347595,0.3924437463283539,0.33115655183792114,0.5415293574333191,0.15661115944385529
pilot_v1_00028,28,data\raw\audio\pilot_v1\pilot_v1_00028.wav,train,0.8926467299461365,0.43004950881004333,0.3892441391944885,0.4182645380496979,0.41104835271835327,0.43363550305366516,0.8558831810951233,0.29700109362602234
pilot_v1_00029,29,data\raw\audio\pilot_v1\pilot_v1_00029.wav,test,0.376205176115036,0.8221060633659363,0.7287043333053589,0.10358642041683197,0.233427494764328,0.24555668234825134,0.47490599751472473,0.11107782274484634
pilot_v1_00030,30,data\raw\audio\pilot_v1\pilot_v1_00030.wav,train,0.031174514442682266,0.48007988929748535,0.08554848283529282,0.7135802507400513,0.12494087964296341,0.21919818222522736,0.6563067436218262,0.19352667033672333
pilot_v1_00031,31,data\raw\audio\pilot_v1\pilot_v1_00031.wav,train,0.5124745965003967,0.6359436511993408,0.44611459970474243,0.2755573093891144,0.3460982143878937,0.4016268253326416,0.26285529136657715,0.4013242721557617
pilot_v1_00032,32,data\raw\audio\pilot_v1\pilot_v1_00032.wav,train,0.5238420963287354,0.40929195284843445,0.7980843782424927,0.05668541043996811,0.20057444274425507,0.3253571391105652,0.629898190498352,0.44099777936935425
pilot_v1_00033,33,data\raw\audio\pilot_v1\pilot_v1_00033.wav,validation,0.010986743494868279,0.8442486524581909,0.33362457156181335,0.5589091181755066,0.4283750355243683,0.16480395197868347,0.2485472410917282,0.23317007720470428
pilot_v1_00034,34,data\raw\audio\pilot_v1\pilot_v1_00034.wav,train,0.39608675241470337,0.5009399056434631,0.47673121094703674,0.3224048912525177,0.3136376738548279,0.3218088448047638,0.8326669931411743,0.16163936257362366
pilot_v1_00035,35,data\raw\audio\pilot_v1\pilot_v1_00035.wav,train,0.881583571434021,0.6137662529945374,0.041165485978126526,0.572973370552063,0.1418735533952713,0.4880124628543854,0.43883875012397766,0.3475914001464844
pilot_v1_00036,36,data\raw\audio\pilot_v1\pilot_v1_00036.wav,validation,0.847714364528656,0.5743168592453003,0.24372494220733643,0.6932505965232849,0.06088479235768318,0.4081321358680725,0.9524207711219788,0.11696040630340576
pilot_v1_00037,37,data\raw\audio\pilot_v1\pilot_v1_00037.wav,train,0.3663526773452759,0.6784178018569946,0.6761279106140137,0.19114133715629578,0.2820416986942291,0.2243366688489914,0.5714836716651917,0.30291038751602173
pilot_v1_00038,38,data\raw\audio\pilot_v1\pilot_v1_00038.wav,train,0.22846579551696777,0.33644819259643555,0.13148432970046997,0.4275997579097748,0.3719918429851532,0.23907402157783508,0.7598034143447876,0.3954415023326874
pilot_v1_00039,39,data\raw\audio\pilot_v1\pilot_v1_00039.wav,train,0.7449679970741272,0.7801375985145569,0.599055826663971,0.17700842022895813,0.19437138736248016,0.42851972579956055,0.3663409948348999,0.1876171976327896
pilot_v1_00040,40,data\raw\audio\pilot_v1\pilot_v1_00040.wav,validation,0.6277859807014465,0.4434400796890259,0.1694316864013672,0.2688918709754944,0.41495662927627563,0.4639446437358856,0.9485448598861694,0.1245293840765953
pilot_v1_00041,41,data\raw\audio\pilot_v1\pilot_v1_00041.wav,validation,0.1425180584192276,0.6035984754562378,0.51120924949646,0.7217004895210266,0.24358265101909637,0.30202391743659973,0.5299006104469299,0.28865519165992737
pilot_v1_00042,42,data\raw\audio\pilot_v1\pilot_v1_00042.wav,train,0.2647995054721832,0.3979751169681549,0.2557750344276428,0.11312724649906158,0.10228289663791656,0.1831987351179123,0.7388380765914917,0.3700992465019226
pilot_v1_00043,43,data\raw\audio\pilot_v1\pilot_v1_00043.wav,train,0.7773954272270203,0.7857325673103333,0.6139711141586304,0.4072516858577728,0.32969313859939575,0.35076984763145447,0.33266767859458923,0.22784912586212158
pilot_v1_00044,44,data\raw\audio\pilot_v1\pilot_v1_00044.wav,train,0.9987770318984985,0.3337332308292389,0.41456565260887146,0.4810205101966858,0.2737990915775299,0.4469149112701416,0.6714816689491272,0.4130678176879883
pilot_v1_00045,45,data\raw\audio\pilot_v1\pilot_v1_00045.wav,train,0.4820154011249542,0.7130369544029236,0.05323043838143349,0.028372133150696754,0.09578755497932434,0.26448628306388855,0.2524227201938629,0.2708197236061096
pilot_v1_00046,46,data\raw\audio\pilot_v1\pilot_v1_00046.wav,train,0.1125590056180954,0.5082145929336548,0.7102534770965576,0.6368995904922485,0.16230027377605438,0.20026858150959015,0.866339921951294,0.16632698476314545
pilot_v1_00047,47,data\raw\audio\pilot_v1\pilot_v1_00047.wav,train,0.5941495895385742,0.6768361330032349,0.3715623617172241,0.34270644187927246,0.38384810090065,0.38834744691848755,0.4598044455051422,0.3304493725299835
pilot_v1_00048,48,data\raw\audio\pilot_v1\pilot_v1_00048.wav,train,0.5785378813743591,0.5247757434844971,0.5393788814544678,0.4545656144618988,0.1256638467311859,0.2720663547515869,0.22392478585243225,0.187263622879982
pilot_v1_00049,49,data\raw\audio\pilot_v1\pilot_v1_00049.wav,train,0.06569743156433105,0.6589490175247192,0.17881466448307037,0.16030360758304596,0.30328482389450073,0.43963807821273804,0.6054483652114868,0.3295080065727234
pilot_v1_00050,50,data\raw\audio\pilot_v1\pilot_v1_00050.wav,train,0.4663771390914917,0.3167082965373993,0.6358296871185303,0.6752654910087585,0.438334584236145,0.37507855892181396,0.41331467032432556,0.4222094416618347
pilot_v1_00051,51,data\raw\audio\pilot_v1\pilot_v1_00051.wav,train,0.9518886208534241,0.7303137183189392,0.2963714599609375,0.22232003509998322,0.2171773463487625,0.2131570726633072,0.8073609471321106,0.2580893933773041
pilot_v1_00052,52,data\raw\audio\pilot_v1\pilot_v1_00052.wav,train,0.7930032014846802,0.3814998269081116,0.0938359946012497,0.29535603523254395,0.1855805516242981,0.2891361117362976,0.5966907143592834,0.37735819816589355
pilot_v1_00053,53,data\raw\audio\pilot_v1\pilot_v1_00053.wav,train,0.3116573691368103,0.8035674095153809,0.43640896677970886,0.5897783041000366,0.35734519362449646,0.4772157371044159,0.977848470211029,0.21324141323566437
pilot_v1_00054,54,data\raw\audio\pilot_v1\pilot_v1_00054.wav,train,0.1581602692604065,0.46051734685897827,0.38097891211509705,0.07477064430713654,0.29708245396614075,0.3580487370491028,0.39088982343673706,0.14187967777252197
pilot_v1_00055,55,data\raw\audio\pilot_v1\pilot_v1_00055.wav,train,0.6746780872344971,0.5862358212471008,0.7383834719657898,0.5276474356651306,0.06928154081106186,0.17561954259872437,0.7845221757888794,0.284122109413147
pilot_v1_00056,56,data\raw\audio\pilot_v1\pilot_v1_00056.wav,train,0.6981062889099121,0.3526570200920105,0.31812968850135803,0.6202878355979919,0.3400430381298065,0.23294079303741455,0.5054490566253662,0.3943345844745636
pilot_v1_00057,57,data\raw\audio\pilot_v1\pilot_v1_00057.wav,validation,0.21285422146320343,0.762032151222229,0.7513272166252136,0.3695821464061737,0.11849547177553177,0.3991450071334839,0.9239241480827332,0.20837759971618652
pilot_v1_00058,58,data\raw\audio\pilot_v1\pilot_v1_00058.wav,train,0.31946441531181335,0.5575101971626282,0.006688617169857025,0.5124725103378296,0.22698283195495605,0.41422414779663086,0.3073633313179016,0.10439562797546387
pilot_v1_00059,59,data\raw\audio\pilot_v1\pilot_v1_00059.wav,train,0.8320759534835815,0.6960468888282776,0.47346776723861694,0.010110856033861637,0.4049939513206482,0.25367021560668945,0.7133123278617859,0.3122282922267914
pilot_v1_00060,60,data\raw\audio\pilot_v1\pilot_v1_00060.wav,train,0.9284413456916809,0.4846494197845459,0.6728980541229248,0.12965601682662964,0.39849796891212463,0.15020589530467987,0.2778494954109192,0.1468553990125656
pilot_v1_00061,61,data\raw\audio\pilot_v1\pilot_v1_00061.wav,validation,0.41169461607933044,0.6319198608398438,0.2092083990573883,0.380476176738739,0.17108795046806335,0.3396523594856262,0.6966896653175354,0.3546847701072693
pilot_v1_00062,62,data\raw\audio\pilot_v1\pilot_v1_00062.wav,train,0.05787895619869232,0.42605042457580566,0.5523078441619873,0.23754003643989563,0.087387815117836,0.496999055147171,0.4845241904258728,0.4366409182548523
pilot_v1_00063,63,data\raw\audio\pilot_v1\pilot_v1_00063.wav,validation,0.5394842028617859,0.8267012238502502,0.11597417294979095,0.73987877368927,0.25876134634017944,0.31320300698280334,0.8908877968788147,0.2506859004497528
pilot_v1_00064,64,data\raw\audio\pilot_v1\pilot_v1_00064.wav,train,0.5350209474563599,0.340014785528183,0.5807264447212219,0.36906298995018005,0.4256925582885742,0.17786210775375366,0.9741475582122803,0.2534109950065613
pilot_v1_00065,65,data\raw\audio\pilot_v1\pilot_v1_00065.wav,train,0.04781559482216835,0.7751778960227966,0.1389225423336029,0.6105445027351379,0.2031714767217636,0.36729782819747925,0.5551218390464783,0.41748833656311035
pilot_v1_00066,66,data\raw\audio\pilot_v1\pilot_v1_00066.wav,validation,0.42004886269569397,0.5706492066383362,0.6944807171821594,0.0019699623808264732,0.1384097933769226,0.46928954124450684,0.7636656165122986,0.32461607456207275
pilot_v1_00067,67,data\raw\audio\pilot_v1\pilot_v1_00067.wav,test,0.9346137046813965,0.6834114193916321,0.2362583428621292,0.5074211955070496,0.31701594591140747,0.2854827046394348,0.357113778591156,0.18241442739963531
pilot_v1_00068,68,data\raw\audio\pilot_v1\pilot_v1_00068.wav,train,0.8434818387031555,0.5058497786521912,0.035302553325891495,0.38087227940559387,0.2856946587562561,0.20595750212669373,0.6466449499130249,0.28213536739349365
pilot_v1_00069,69,data\raw\audio\pilot_v1\pilot_v1_00069.wav,train,0.3247819244861603,0.6101488471031189,0.49661144614219666,0.13950523734092712,0.05731729790568352,0.37215110659599304,0.22798578441143036,0.1399356722831726
pilot_v1_00070,70,data\raw\audio\pilot_v1\pilot_v1_00070.wav,test,0.20533934235572815,0.4042820632457733,0.3395170569419861,0.7480340003967285,0.1972431242465973,0.4412393867969513,0.8407281041145325,0.21112659573554993
pilot_v1_00071,71,data\raw\audio\pilot_v1\pilot_v1_00071.wav,test,0.6888977885246277,0.8478989005088806,0.7781818509101868,0.24255982041358948,0.3692055940628052,0.28067487478256226,0.4345923662185669,0.37520062923431396
pilot_v1_00072,72,data\raw\audio\pilot_v1\pilot_v1_00072.wav,train,0.6810793280601501,0.5121339559555054,0.3515850603580475,0.15646548569202423,0.24021656811237335,0.30519258975982666,0.6551225185394287,0.30874618887901306
pilot_v1_00073,73,data\raw\audio\pilot_v1\pilot_v1_00073.wav,train,0.1662856489419937,0.6720942854881287,0.716019332408905,0.44814127683639526,0.4184325635433197,0.493261456489563,0.2741469144821167,0.10087078809738159
pilot_v1_00074,74,data\raw\audio\pilot_v1\pilot_v1_00074.wav,train,0.3013346195220947,0.3298477530479431,0.07323121279478073,0.21163836121559143,0.3271082937717438,0.3419816493988037,0.857116162776947,0.20502375066280365
pilot_v1_00075,75,data\raw\audio\pilot_v1\pilot_v1_00075.wav,train,0.7887993454933167,0.7176777720451355,0.4087713658809662,0.6727550029754639,0.10497758537530899,0.15954169631004333,0.4636632800102234,0.3910234868526459
pilot_v1_00076,76,data\raw\audio\pilot_v1\pilot_v1_00076.wav,test,0.9424207210540771,0.40269961953163147,0.6066311597824097,0.5934476256370544,0.0985616147518158,0.2553583085536957,0.9279868602752686,0.24989545345306396
pilot_v1_00077,77,data\raw\audio\pilot_v1\pilot_v1_00077.wav,train,0.4591216444969177,0.781796932220459,0.2742026150226593,0.30193206667900085,0.2709151804447174,0.42291945219039917,0.5466439127922058,0.4358932077884674
pilot_v1_00078,78,data\raw\audio\pilot_v1\pilot_v1_00078.wav,train,0.07124381512403488,0.4387483596801758,0.518578827381134,0.5383892059326172,0.3874033987522125,0.3918612599372864,0.7345943450927734,0.3541080355644226
pilot_v1_00079,79,data\raw\audio\pilot_v1\pilot_v1_00079.wav,train,0.5897148847579956,0.6074341535568237,0.15098176896572113,0.07720388472080231,0.15863513946533203,0.22992920875549316,0.3407260477542877,0.14623591303825378
pilot_v1_00080,80,data\raw\audio\pilot_v1\pilot_v1_00080.wav,train,0.6053264737129211,0.45658111572265625,0.7318346500396729,0.7193357944488525,0.3004131317138672,0.430847704410553,0.5798401832580566,0.3495781421661377
pilot_v1_00081,81,data\raw\audio\pilot_v1\pilot_v1_00081.wav,validation,0.11810550838708878,0.5909609198570251,0.398613840341568,0.2580815553665161,0.12845012545585632,0.24840852618217468,0.9986968040466309,0.16358335316181183
pilot_v1_00082,82,data\raw\audio\pilot_v1\pilot_v1_00082.wav,validation,0.4747600257396698,0.38533490896224976,0.4429827630519867,0.4009731411933899,0.21352438628673553,0.21632498502731323,0.38254186511039734,0.23528489470481873
pilot_v1_00083,83,data\raw\audio\pilot_v1\pilot_v1_00083.wav,test,0.9893089532852173,0.7988763451576233,0.0761803388595581,0.10916046798229218,0.4419021010398865,0.4043932259082794,0.7888723015785217,0.44315531849861145
pilot_v1_00084,84,data\raw\audio\pilot_v1\pilot_v1_00084.wav,train,0.7731914520263672,0.3119668960571289,0.2771608829498291,0.030585164204239845,0.3608089089393616,0.4807274341583252,0.20268014073371887,0.19229556620121002
pilot_v1_00085,85,data\raw\audio\pilot_v1\pilot_v1_00085.wav,train,0.2544768750667572,0.7342326641082764,0.6408272981643677,0.49199962615966797,0.18220224976539612,0.31879594922065735,0.6211205124855042,0.40016263723373413
pilot_v1_00086,86,data\raw\audio\pilot_v1\pilot_v1_00086.wav,train,0.15064355731010437,0.5294169783592224,0.198044091463089,0.3490622639656067,0.07196403294801712,0.16649077832698822,0.410142183303833,0.30780234932899475
pilot_v1_00087,87,data\raw\audio\pilot_v1\pilot_v1_00087.wav,train,0.6341871023178101,0.6550630331039429,0.5343544483184814,0.640806257724762,0.2944854199886322,0.3340511620044708,0.8161060214042664,0.12180960923433304
pilot_v1_00088,88,data\raw\audio\pilot_v1\pilot_v1_00088.wav,train,0.7357593774795532,0.4224335849285126,0.11087800562381744,0.5540040135383606,0.11494018137454987,0.3804225027561188,0.2986944019794464,0.22863958775997162
pilot_v1_00089,89,data\raw\audio\pilot_v1\pilot_v1_00089.wav,train,0.22095103561878204,0.8316105008125305,0.5714197158813477,0.04841550439596176,0.34370821714401245,0.19661644101142883,0.6798425912857056,0.3708469569683075
pilot_v1_00090,90,data\raw\audio\pilot_v1\pilot_v1_00090.wav,train,0.37167030572891235,0.4883003234863281,0.2143295705318451,0.5633761882781982,0.40221989154815674,0.2667301595211029,0.48887163400650024,0.28923192620277405
pilot_v1_00091,91,data\raw\audio\pilot_v1\pilot_v1_00091.wav,train,0.8591201305389404,0.6269094347953796,0.6537653207778931,0.3217567205429077,0.22986675798892975,0.45616528391838074,0.8825425505638123,0.12514887750148773
pilot_v1_00092,92,data\raw\audio\pilot_v1\pilot_v1_00092.wav,train,0.887755811214447,0.5525500178337097,0.45592957735061646,0.19594056904315948,0.17367278039455414,0.35237249732017517,0.5211185216903687,0.33393147587776184
pilot_v1_00093,93,data\raw\audio\pilot_v1\pilot_v1_00093.wav,train,0.40444111824035645,0.6996139287948608,0.013334107585251331,0.7016435265541077,0.3958032429218292,0.1918085366487503,0.9026821255683899,0.16985180974006653
pilot_v1_00094,94,data\raw\audio\pilot_v1\pilot_v1_00094.wav,train,0.0009235041216015816,0.35765013098716736,0.7688843011856079,0.1866370588541031,0.26212742924690247,0.29482561349868774,0.3161049783229828,0.2741735875606537
pilot_v1_00095,95,data\raw\audio\pilot_v1\pilot_v1_00095.wav,train,0.5193787217140198,0.7583649754524231,0.31145724654197693,0.4282335638999939,0.08391185849905014,0.46101847290992737,0.7101432085037231,0.416378915309906
pilot_v1_00096,96,data\raw\audio\pilot_v1\pilot_v1_00096.wav,train,0.5072791576385498,0.5660882592201233,0.056350111961364746,0.6547415256500244,0.3631513714790344,0.4496813118457794,0.39593157172203064,0.3657866418361664
pilot_v1_00097,97,data\raw\audio\pilot_v1\pilot_v1_00097.wav,train,0.019890710711479187,0.6874439120292664,0.42394596338272095,0.3365846872329712,0.19079788029193878,0.26161307096481323,0.7770878672599792,0.22361664474010468
pilot_v1_00098,98,data\raw\audio\pilot_v1\pilot_v1_00098.wav,train,0.38529160618782043,0.34407275915145874,0.36844420433044434,0.4750801920890808,0.05087130144238472,0.20312044024467468,0.5916977524757385,0.1302090287208557
pilot_v1_00099,99,data\raw\audio\pilot_v1\pilot_v1_00099.wav,test,0.900039553642273,0.7706418037414551,0.7008716464042664,0.04602973163127899,0.27963966131210327,0.38555964827537537,0.9853317141532898,0.29425469040870667
pilot_v1_00100,100,data\raw\audio\pilot_v1\pilot_v1_00100.wav,train,0.870182454586029,0.41744497418403625,0.501841127872467,0.09526239335536957,0.32307112216949463,0.4668391942977905,0.4246792793273926,0.17576654255390167
pilot_v1_00101,101,data\raw\audio\pilot_v1\pilot_v1_00101.wav,train,0.3517877161502838,0.8352813124656677,0.16629979014396667,0.413396418094635,0.14485520124435425,0.2992788553237915,0.8062014579772949,0.3398088216781616
pilot_v1_00102,102,data\raw\audio\pilot_v1\pilot_v1_00102.wav,train,0.24113775789737701,0.4932565689086914,0.6233407258987427,0.2748550772666931,0.20961612462997437,0.18600787222385406,0.21251125633716583,0.410464346408844
pilot_v1_00103,103,data\raw\audio\pilot_v1\pilot_v1_00103.wav,train,0.7243910431861877,0.6233375668525696,0.25890541076660156,0.7040199637413025,0.4317469298839569,0.3479393422603607,0.606559157371521,0.26829642057418823
pilot_v1_00104,104,data\raw\audio\pilot_v1\pilot_v1_00104.wav,train,0.654069721698761,0.32530298829078674,0.6855098009109497,0.4450971484184265,0.15258091688156128,0.41087719798088074,0.477090448141098,0.1587686985731125
pilot_v1_00105,105,data\raw\audio\pilot_v1\pilot_v1_00105.wav,train,0.13958120346069336,0.7217271327972412,0.24684305489063263,0.1712283492088318,0.3809581995010376,0.2214420586824417,0.8959289789199829,0.34465134143829346
pilot_v1_00106,106,data\raw\audio\pilot_v1\pilot_v1_00106.wav,train,0.2658451795578003,0.5161745548248291,0.5896754264831543,0.6876552104949951,0.2644692063331604,0.24190452694892883,0.28533217310905457,0.44796982407569885
pilot_v1_00107,107,data\raw\audio\pilot_v1\pilot_v1_00107.wav,train,0.7530047297477722,0.66754150390625,0.1283646821975708,0.2084568440914154,0.09250663220882416,0.4257105886936188,0.6916972398757935,0.24021153151988983
pilot_v1_00108,108,data\raw\audio\pilot_v1\pilot_v1_00108.wav,train,0.9703418016433716,0.4519290328025818,0.3304942548274994,0.3049303889274597,0.11103277653455734,0.3282303810119629,0.3062036335468292,0.4061734974384308
pilot_v1_00109,109,data\raw\audio\pilot_v1\pilot_v1_00109.wav,train,0.48685961961746216,0.5948327779769897,0.7887147068977356,0.5787305235862732,0.3335537016391754,0.16203753650188446,0.7246771454811096,0.19841858744621277
pilot_v1_00110,110,data\raw\audio\pilot_v1\pilot_v1_00110.wav,train,0.10582178831100464,0.3900906443595886,0.04429733380675316,0.062257878482341766,0.42487722635269165,0.324596643447876,0.5065600275993347,0.11579891294240952
pilot_v1_00111,111,data\raw\audio\pilot_v1\pilot_v1_00111.wav,train,0.6244759559631348,0.7949684858322144,0.48609936237335205,0.5416164398193359,0.24627098441123962,0.48516061902046204,0.9125104546546936,0.30167949199676514
pilot_v1_00112,112,data\raw\audio\pilot_v1\pilot_v1_00112.wav,validation,0.5775837302207947,0.3722054362297058,0.20608875155448914,0.255037397146225,0.2880394458770752,0.15303640067577362,0.7516128420829773,0.10665726661682129
pilot_v1_00113,113,data\raw\audio\pilot_v1\pilot_v1_00113.wav,train,0.09017966687679291,0.811527669429779,0.6635176539421082,0.7340986728668213,0.06590907275676727,0.33684322237968445,0.37067416310310364,0.3144098222255707
pilot_v1_00114,114,data\raw\audio\pilot_v1\pilot_v1_00114.wav,train,0.44000181555747986,0.469207763671875,0.11909227818250656,0.12406067550182343,0.17614805698394775,0.49974411725997925,0.9605625867843628,0.38523685932159424
pilot_v1_00115,115,data\raw\audio\pilot_v1\pilot_v1_00115.wav,train,0.9547339081764221,0.5778058767318726,0.5616896748542786,0.39779171347618103,0.35436370968818665,0.31030839681625366,0.5671015977859497,0.1993599534034729
pilot_v1_00116,116,data\raw\audio\pilot_v1\pilot_v1_00116.wav,train,0.7998930215835571,0.5340113639831543,0.7606953978538513,0.4949979782104492,0.44834673404693604,0.23572859168052673,0.8307015895843506,0.4306195080280304
pilot_v1_00117,117,data\raw\audio\pilot_v1\pilot_v1_00117.wav,validation,0.28148362040519714,0.6510642766952515,0.32126152515411377,0.015868056565523148,0.2195788025856018,0.39629313349723816,0.449349045753479,0.24474458396434784
pilot_v1_00118,118,data\raw\audio\pilot_v1\pilot_v1_00118.wav,train,0.18644292652606964,0.30794236063957214,0.4640980660915375,0.6258602738380432,0.1345052868127823,0.41709738969802856,0.6319124698638916,0.15150977671146393
pilot_v1_00119,119,data\raw\audio\pilot_v1\pilot_v1_00119.wav,train,0.6696813106536865,0.738802433013916,0.003558289958164096,0.35228946805000305,0.30685853958129883,0.25090378522872925,0.23808567225933075,0.35925906896591187
pilot_v1_00120,120,data\raw\audio\pilot_v1\pilot_v1_00120.wav,test,0.7087488174438477,0.4751533269882202,0.4270271360874176,0.09261259436607361,0.07746589183807373,0.29198798537254333,0.870673656463623,0.4230291247367859
