query_id,query_audio_path,method,recommendation_rank,candidate_sample_id,candidate_audio_path,candidate_audio_rank,audio_cosine_similarity,mmr_score,query_parameter_distance,wave_frame_normalized,filter_cutoff_normalized,filter_resonance_normalized,filter_drive_normalized,amp_attack_normalized,amp_decay_normalized,amp_sustain_normalized,amp_release_normalized
pilot_v1_00068,data\raw\audio\pilot_v1\pilot_v1_00068.wav,audio_top_k_parameter_mmr,4,pilot_v1_00204,data\raw\audio\pilot_v1\pilot_v1_00204.wav,18,0.8148424685348374,0.5233372194431002,0.4319517074316505,0.9460874199867249,0.4904526472091675,0.5257231593132019,0.7454911470413208,0.41915178298950195,0.48414310812950134,0.39913409948349,0.2210860550403595
pilot_v1_00068,data\raw\audio\pilot_v1\pilot_v1_00068.wav,audio_top_k_parameter_mmr,5,pilot_v1_00420,data\raw\audio\pilot_v1\pilot_v1_00420.wav,4,0.8737866475503988,0.5204895098492144,0.25393183155833815,0.857062578201294,0.4878159761428833,0.49409055709838867,0.5088496208190918,0.14127840101718903,0.19127264618873596,0.5699396729469299,0.23886311054229736
pilot_v1_00071,data\raw\audio\pilot_v1\pilot_v1_00071.wav,audio_top_k_parameter_mmr,1,pilot_v1_00615,data\raw\audio\pilot_v1\pilot_v1_00615.wav,1,0.8768577234187315,0.7038216462820243,0.242722471183728,0.7246952652931213,0.835688054561615,0.4953674077987671,0.08076272159814835,0.27001407742500305,0.1610613763332367,0.27187272906303406,0.2772224247455597
pilot_v1_00071,data\raw\audio\pilot_v1\pilot_v1_00071.wav,audio_top_k_parameter_mmr,2,pilot_v1_00363,data\raw\audio\pilot_v1\pilot_v1_00363.wav,2,0.8246859423307414,0.5349264429135604,0.3460335504737322,0.7573226094245911,0.8258299231529236,0.4525597095489502,0.14886316657066345,0.38279780745506287,0.43744373321533203,0.8398110270500183,0.17970184981822968
pilot_v1_00071,data\raw\audio\pilot_v1\pilot_v1_00071.wav,audio_top_k_parameter_mmr,3,pilot_v1_00683,data\raw\audio\pilot_v1\pilot_v1_00683.wav,4,0.8013934785656757,0.49971046996509105,0.3268647105552789,0.7676963806152344,0.8378461599349976,0.3062681555747986,0.24677029252052307,0.1387397050857544,0.3952394425868988,0.5308486223220825,0.29965344071388245
pilot_v1_00071,data\raw\audio\pilot_v1\pilot_v1_00071.wav,audio_top_k_parameter_mmr,4,pilot_v1_00183,data\raw\audio\pilot_v1\pilot_v1_00183.wav,3,0.8054966823227344,0.4905598176336897,0.22003939942414472,0.6866306662559509,0.820611298084259,0.4200725853443146,0.37789201736450195,0.44845330715179443,0.3849219083786011,0.538301944732666,0.34557846188545227
pilot_v1_00071,data\raw\audio\pilot_v1\pilot_v1_00071.wav,audio_top_k_parameter_mmr,5,pilot_v1_00843,data\raw\audio\pilot_v1\pilot_v1_00843.wav,7,0.7469365422546451,0.46663367026548247,0.19231256256280554,0.7812785506248474,0.8219107389450073,0.7728686928749084,0.3620656728744507,0.281983345746994,0.33285006880760193,0.6541418433189392,0.25672364234924316
pilot_v1_00107,data\raw\audio\pilot_v1\pilot_v1_00107.wav,audio_top_k_parameter_mmr,1,pilot_v1_00151,data\raw\audio\pilot_v1\pilot_v1_00151.wav,1,0.9654559252320011,0.7370459719620004,0.315772560337531,0.6520565152168274,0.633345365524292,0.14279133081436157,0.10100208222866058,0.361092209815979,0.2874402701854706,0.716518223285675,0.10246416181325912
pilot_v1_00107,data\raw\audio\pilot_v1\pilot_v1_00107.wav,audio_top_k_parameter_mmr,2,pilot_v1_00075,data\raw\audio\pilot_v1\pilot_v1_00075.wav,25,0.895403386125712,0.5875460738793717,0.4125999394177883,0.7887993454933167,0.7176777720451355,0.4087713658809662,0.6727550029754639,0.10497758537530899,0.15954169631004333,0.4636632800102234,0.3910234868526459
pilot_v1_00107,data\raw\audio\pilot_v1\pilot_v1_00107.wav,audio_top_k_parameter_mmr,3,pilot_v1_00747,data\raw\audio\pilot_v1\pilot_v1_00747.wav,2,0.9623762870461243,0.5812601277178175,0.2783791282449125,0.7626996040344238,0.6852669715881348,0.4481734037399292,0.4456566870212555,0.27656081318855286,0.4672776758670807,0.8968373537063599,0.33108386397361755
pilot_v1_00107,data\raw\audio\pilot_v1\pilot_v1_00107.wav,audio_top_k_parameter_mmr,4,pilot_v1_00331,data\raw\audio\pilot_v1\pilot_v1_00331.wav,6,0.9422704732513331,0.5652786222888027,0.44467592173510745,0.785000741481781,0.6389654278755188,0.18452905118465424,0.4227316975593567,0.4201558530330658,0.19023387134075165,0.21784436702728271,0.2860720157623291
pilot_v1_00107,data\raw\audio\pilot_v1\pilot_v1_00107.wav,audio_top_k_parameter_mmr,5,pilot_v1_00779,data\raw\audio\pilot_v1\pilot_v1_00779.wav,11,0.9338303185293578,0.5634620119774495,0.2388394593792457,0.8116201758384705,0.7037065625190735,0.08196143805980682,0.5381558537483215,0.14421701431274414,0.45461079478263855,0.3201259970664978,0.20072799921035767
pilot_v1_00121,data\raw\audio\pilot_v1\pilot_v1_00121.wav,audio_top_k_parameter_mmr,1,pilot_v1_00601,data\raw\audio\pilot_v1\pilot_v1_00601.wav,1,0.9686637457682267,0.7382489046630849,0.23266869482272573,0.22027868032455444,0.6273165345191956,0.3829016089439392,0.7363765239715576,0.35531824827194214,0.40536901354789734,0.2419215738773346,0.1828966587781906
pilot_v1_00121,data\raw\audio\pilot_v1\pilot_v1_00121.wav,audio_top_k_parameter_mmr,2,pilot_v1_00822,data\raw\audio\pilot_v1\pilot_v1_00822.wav,11,0.9323334707048029,0.6066527766833916,0.4106882311013767,0.16238680481910706,0.5625343322753906,0.03894200176000595,0.39755043387413025,0.11478491872549057,0.1874881088733673,0.9753139019012451,0.35274261236190796
pilot_v1_00121,data\raw\audio\pilot_v1\pilot_v1_00121.wav,audio_top_k_parameter_mmr,3,pilot_v1_00465,data\raw\audio\pilot_v1\pilot_v1_00465.wav,9,0.9351640643131034,0.585518939255039,0.34438553598832916,0.11071140319108963,0.6773883700370789,0.5387743711471558,0.07353253662586212,0.0729069784283638,0.4631103277206421,0.5787356495857239,0.19771085679531097
pilot_v1_00121,data\raw\audio\pilot_v1\pilot_v1_00121.wav,audio_top_k_parameter_mmr,4,pilot_v1_00817,data\raw\audio\pilot_v1\pilot_v1_00817.wav,3,0.9663429784180655,0.5709731885388251,0.31948607298733717,0.06736113876104355,0.6256815195083618,0.23954567313194275,0.4936577379703522,0.0832858607172966,0.26022008061408997,0.41467681527137756,0.10223951190710068
pilot_v1_00121,data\raw\audio\pilot_v1\pilot_v1_00121.wav,audio_top_k_parameter_mmr,5,pilot_v1_00521,data\raw\audio\pilot_v1\pilot_v1_00521.wav,12,0.9314460148638595,0.5550231198778859,0.37317206685408105,0.17825578153133392,0.5988735556602478,0.6127756834030151,0.5597213506698608,0.1427805870771408,0.22751672565937042,0.3640553951263428,0.36398935317993164
pilot_v1_00126,data\raw\audio\pilot_v1\pilot_v1_00126.wav,audio_top_k_parameter_mmr,1,pilot_v1_00142,data\raw\audio\pilot_v1\pilot_v1_00142.wav,1,0.9730696961931433,0.7399011360724288,0.20050900257164667,0.08804622292518616,0.5727927088737488,0.10857999324798584,0.2315150946378708,0.26963523030281067,0.26346954703330994,0.8359338641166687,0.3514024019241333
pilot_v1_00126,data\raw\audio\pilot_v1\pilot_v1_00126.wav,audio_top_k_parameter_mmr,2,pilot_v1_00694,data\raw\audio\pilot_v1\pilot_v1_00694.wav,4,0.9325476718094118,0.574482642383426,0.34407226004175484,0.1717769056558609,0.47824692726135254,0.6986352801322937,0.5822368264198303,0.08424101769924164,0.40372806787490845,0.5960760712623596,0.38597047328948975
pilot_v1_00126,data\raw\audio\pilot_v1\pilot_v1_00126.wav,audio_top_k_parameter_mmr,3,pilot_v1_00577,data\raw\audio\pilot_v1\pilot_v1_00577.wav,14,0.9024204732169516,0.5645795318029417,0.47521592276347785,0.049952827394008636,0.6824672222137451,0.7005058526992798,0.17497029900550842,0.09156449884176254,0.15837635099887848,0.9164683818817139,0.12529665231704712
pilot_v1_00126,data\raw\audio\pilot_v1\pilot_v1_00126.wav,audio_top_k_parameter_mmr,4,pilot_v1_00606,data\raw\audio\pilot_v1\pilot_v1_00606.wav,6,0.9227526569035569,0.555808581539405,0.20703388797739297,0.00306058581918478,0.553486168384552,0.18231166899204254,0.622324526309967,0.4490022361278534,0.4798206388950348,0.7554909586906433,0.28301966190338135
pilot_v1_00126,data\raw\audio\pilot_v1\pilot_v1_00126.wav,audio_top_k_parameter_mmr,5,pilot_v1_00385,data\raw\audio\pilot_v1\pilot_v1_00385.wav,3,0.946869531981861,0.5451898313902008,0.31491427301122416,0.03737737983465195,0.705897867679596,0.059298574924468994,0.2733522355556488,0.4354455769062042,0.2914985120296478,0.4004804491996765,0.35533905029296875
pilot_v1_00133,data\raw\audio\pilot_v1\pilot_v1_00133.wav,audio_top_k_parameter_mmr,1,pilot_v1_00309,data\raw\audio\pilot_v1\pilot_v1_00309.wav,1,0.9283393280484856,0.7231272480181821,0.2938701537505624,0.30791911482810974,0.6905988454818726,0.15747740864753723,0.552698016166687,0.06793668121099472,0.48463258147239685,0.7281721234321594,0.11925908923149109
pilot_v1_00133,data\raw\audio\pilot_v1\pilot_v1_00133.wav,audio_top_k_parameter_mmr,2,pilot_v1_00093,data\raw\audio\pilot_v1\pilot_v1_00093.wav,2,0.9231076468362055,0.580201909489313,0.2539650108022756,0.40444111824035645,0.6996139287948608,0.013334107585251331,0.7016435265541077,0.3958032429218292,0.1918085366487503,0.9026821255683899,0.16985180974006653
pilot_v1_00133,data\raw\audio\pilot_v1\pilot_v1_00133.wav,audio_top_k_parameter_mmr,3,pilot_v1_00997,data\raw\audio\pilot_v1\pilot_v1_00997.wav,6,0.8940791336004222,0.5413635153911877,0.2951995668599138,0.34596914052963257,0.7099053859710693,0.13296718895435333,0.11658015102148056,0.2386181801557541,0.26895424723625183,0.8616911768913269,0.1822531819343567
pilot_v1_00133,data\raw\audio\pilot_v1\pilot_v1_00133.wav,audio_top_k_parameter_mmr,4,pilot_v1_00869,data\raw\audio\pilot_v1\pilot_v1_00869.wav,14,0.8463906677355792,0.5335544073777688,0.39797631839124226,0.35891520977020264,0.7331965565681458,0.20205901563167572,0.056177008897066116,0.2685711681842804,0.47594907879829407,0.21542979776859283,0.11244417726993561
pilot_v1_00133,data\raw\audio\pilot_v1\pilot_v1_00133.wav,audio_top_k_parameter_mmr,5,pilot_v1_00653,data\raw\audio\pilot_v1\pilot_v1_00653.wav,3,0.9207213751373966,0.5269879474727276,0.25905208797939916,0.44451650977134705,0.6803072690963745,0.08960513025522232,0.34006232023239136,0.32283884286880493,0.4088648855686188,0.682493269443512,0.10158521682024002
pilot_v1_00158,data\raw\audio\pilot_v1\pilot_v1_00158.wav,audio_top_k_parameter_mmr,1,pilot_v1_00702,data\raw\audio\pilot_v1\pilot_v1_00702.wav,1,0.9968277720420626,0.7488104145157735,0.22812290360898785,0.05208614841103554,0.3750137686729431,0.07115408033132553,0.41653913259506226,0.293984591960907,0.45141860842704773,0.2770388126373291,0.17887979745864868
pilot_v1_00158,data\raw\audio\pilot_v1\pilot_v1_00158.wav,audio_top_k_parameter_mmr,2,pilot_v1_00942,data\raw\audio\pilot_v1\pilot_v1_00942.wav,20,0.9350560355529991,0.6115552345423425,0.44875577955635276,0.11839340627193451,0.38384702801704407,0.7905774712562561,0.33898454904556274,0.056038856506347656,0.1922702193260193,0.8233784437179565,0.32395079731941223
pilot_v1_00158,data\raw\audio\pilot_v1\pilot_v1_00158.wav,audio_top_k_parameter_mmr,3,pilot_v1_01022,data\raw\audio\pilot_v1\pilot_v1_01022.wav,8,0.9701648275949828,0.5846521541497691,0.33542769995654453,0.04505935311317444,0.4122852683067322,0.20758990943431854,0.1636999100446701,0.4435248374938965,0.3640531003475189,0.9950982928276062,0.22916197776794434
pilot_v1_00158,data\raw\audio\pilot_v1\pilot_v1_00158.wav,audio_top_k_parameter_mmr,4,pilot_v1_00590,data\raw\audio\pilot_v1\pilot_v1_00590.wav,2,0.9922399282396602,0.5695768062853283,0.22287040157565136,0.07338101416826248,0.40257006883621216,0.3302246928215027,0.2698313891887665,0.32411110401153564,0.20498137176036835,0.3998960256576538,0.19213710725307465
pilot_v1_00158,data\raw\audio\pilot_v1\pilot_v1_00158.wav,audio_top_k_parameter_mmr,5,pilot_v1_00118,data\raw\audio\pilot_v1\pilot_v1_00118.wav,10,0.9687396980865641,0.563461543049856,0.29520099911315534,0.18644292652606964,0.30794236063957214,0.4640980660915375,0.6258602738380432,0.1345052868127823,0.41709738969802856,0.6319124698638916,0.15150977671146393
pilot_v1_00174,data\raw\audio\pilot_v1\pilot_v1_00174.wav,audio_top_k_parameter_mmr,1,pilot_v1_00198,data\raw\audio\pilot_v1\pilot_v1_00198.wav,1,0.9461513058774159,0.7298067397040309,0.25174212205824226,0.21828725934028625,0.4544287919998169,0.02032756432890892,0.5967640280723572,0.32095828652381897,0.29823532700538635,0.282102108001709,0.23734048008918762
pilot_v1_00174,data\raw\audio\pilot_v1\pilot_v1_00174.wav,audio_top_k_parameter_mmr,2,pilot_v1_00256,data\raw\audio\pilot_v1\pilot_v1_00256.wav,3,0.9259220696685286,0.5651418965432399,0.24345925007446045,0.5553536415100098,0.3086766004562378,0.7421408891677856,0.5748235583305359,0.2867920696735382,0.2655640244483948,0.25453317165374756,0.13279876112937927
pilot_v1_00174,data\raw\audio\pilot_v1\pilot_v1_00174.wav,audio_top_k_parameter_mmr,3,pilot_v1_00225,data\raw\audio\pilot_v1\pilot_v1_00225.wav,33,0.8156752397048362,0.5452676933905489,0.43040317239713605,0.025012752041220665,0.7194704413414001,0.7423537969589233,0.20513586699962616,0.31451308727264404,0.46826717257499695,0.5496913194656372,0.2522338032722473
pilot_v1_00174,data\raw\audio\pilot_v1\pilot_v1_00174.wav,audio_top_k_parameter_mmr,4,pilot_v1_00750,data\raw\audio\pilot_v1\pilot_v1_00750.wav,2,0.9301304836854022,0.5449172019229348,0.31077342825299276,0.0960007831454277,0.4067438244819641,0.5260395407676697,0.5931817293167114,0.20644576847553253,0.2785862684249878,0.30530211329460144,0.36799654364585876
pilot_v1_00174,data\raw\audio\pilot_v1\pilot_v1_00174.wav,audio_top_k_parameter_mmr,5,pilot_v1_00518,data\raw\audio\pilot_v1\pilot_v1_00518.wav,13,0.861606903643805,0.5337119754859414,0.43527273765744434,0.20169878005981445,0.3486422300338745,0.24243038892745972,0.6348055601119995,0.2727941870689392,0.1809634119272232,0.9462527632713318,0.29816827178001404
pilot_v1_00181,data\raw\audio\pilot_v1\pilot_v1_00181.wav,audio_top_k_parameter_mmr,1,pilot_v1_00501,data\raw\audio\pilot_v1\pilot_v1_00501.wav,1,0.8092360225768097,0.6784635084663035,0.3797552416750133,0.2906029224395752,0.5999958515167236,0.5661580562591553,0.20036670565605164,0.1751684844493866,0.18124952912330627,0.8294627666473389,0.10021647065877914
pilot_v1_00181,data\raw\audio\pilot_v1\pilot_v1_00181.wav,audio_top_k_parameter_mmr,2,pilot_v1_00837,data\raw\audio\pilot_v1\pilot_v1_00837.wav,3,0.7838963177657506,0.5039038674861711,0.3272694012856912,0.3234248161315918,0.6455647945404053,0.7358094453811646,0.5204982757568359,0.33121025562286377,0.19543544948101044,0.8436599373817444,0.35605382919311523
pilot_v1_00181,data\raw\audio\pilot_v1\pilot_v1_00181.wav,audio_top_k_parameter_mmr,3,pilot_v1_00597,data\raw\audio\pilot_v1\pilot_v1_00597.wav,7,0.6813158465837877,0.49556073697893466,0.4537702665866861,0.25710228085517883,0.6549330949783325,0.0040699755772948265,0.2232116013765335,0.1187649741768837,0.4612390100955963,0.25669798254966736,0.14539919793605804
pilot_v1_00181,data\raw\audio\pilot_v1\pilot_v1_00181.wav,audio_top_k_parameter_mmr,4,pilot_v1_00661,data\raw\audio\pilot_v1\pilot_v1_00661.wav,2,0.8037296117068005,0.48307367663823586,0.24919218251673825,0.2710922956466675,0.6337523460388184,0.4187782108783722,0.5301327705383301,0.2365436553955078,0.1523924171924591,0.5571652054786682,0.1643133908510208
pilot_v1_00181,data\raw\audio\pilot_v1\pilot_v1_00181.wav,audio_top_k_parameter_mmr,5,pilot_v1_00117,data\raw\audio\pilot_v1\pilot_v1_00117.wav,4,0.7254240826190248,0.4576808932763773,0.4128710050675244,0.28148362040519714,0.6510642766952515,0.32126152515411377,0.015868056565523148,0.2195788025856018,0.39629313349723816,0.449349045753479,0.24474458396434784
pilot_v1_00196,data\raw\audio\pilot_v1\pilot_v1_00196.wav,audio_top_k_parameter_mmr,1,pilot_v1_00148,data\raw\audio\pilot_v1\pilot_v1_00148.wav,1,0.9554213961652158,0.733283023561956,0.30552259596914566,0.7552620768547058,0.4288879632949829,0.6999772787094116,0.7110400795936584,0.29616573452949524,0.17733624577522278,0.5022189021110535,0.20629526674747467
pilot_v1_00196,data\raw\audio\pilot_v1\pilot_v1_00196.wav,audio_top_k_parameter_mmr,2,pilot_v1_00628,data\raw\audio\pilot_v1\pilot_v1_00628.wav,15,0.8838819716496582,0.5578995028862168,0.2917783891598236,0.7976357936859131,0.3080812394618988,0.19748321175575256,0.19677570462226868,0.26005443930625916,0.37748828530311584,0.49127888679504395,0.11561558395624161
pilot_v1_00196,data\raw\audio\pilot_v1\pilot_v1_00196.wav,audio_top_k_parameter_mmr,3,pilot_v1_00724,data\raw\audio\pilot_v1\pilot_v1_00724.wav,2,0.9473006029376185,0.5570068273432892,0.24835113123297348,0.7750741839408875,0.3640504777431488,0.7962033152580261,0.62486732006073,0.17051464319229126,0.4348772168159485,0.41075068712234497,0.2914624810218811
pilot_v1_00196,data\raw\audio\pilot_v1\pilot_v1_00196.wav,audio_top_k_parameter_mmr,4,pilot_v1_00930,data\raw\audio\pilot_v1\pilot_v1_00930.wav,6,0.9224256857784067,0.551867498539053,0.319752206566034,0.4061640202999115,0.35676348209381104,0.4225371778011322,0.5767581462860107,0.4198746681213379,0.24777527153491974,0.8756551742553711,0.3602520823478699
pilot_v1_00196,data\raw\audio\pilot_v1\pilot_v1_00196.wav,audio_top_k_parameter_mmr,5,pilot_v1_00772,data\raw\audio\pilot_v1\pilot_v1_00772.wav,17,0.8815652337633222,0.5397413494674855,0.34725215387545244,0.8194424510002136,0.38231661915779114,0.4617091417312622,0.6096023321151733,0.265205055475235,0.4792913794517517,0.9898782968521118,0.13319745659828186
pilot_v1_00388,data\raw\audio\pilot_v1\pilot_v1_00388.wav,audio_top_k_parameter_mmr,1,pilot_v1_00260,data\raw\audio\pilot_v1\pilot_v1_00260.wav,1,0.9536939269630383,0.7326352226111393,0.38993115474565704,0.8171831965446472,0.4578562378883362,0.2996436357498169,0.1751953810453415,0.42678990960121155,0.29224151372909546,0.5254436135292053,0.41027116775512695
pilot_v1_00388,data\raw\audio\pilot_v1\pilot_v1_00388.wav,audio_top_k_parameter_mmr,2,pilot_v1_00674,data\raw\audio\pilot_v1\pilot_v1_00674.wav,2,0.9092410756775021,0.5571711245721004,0.3261385679239241,0.40187573432922363,0.44990962743759155,0.19673067331314087,0.5191614031791687,0.10538075119256973,0.2758839428424835,0.6308491230010986,0.4098322093486786
pilot_v1_00388,data\raw\audio\pilot_v1\pilot_v1_00388.wav,audio_top_k_parameter_mmr,3,pilot_v1_00114,data\raw\audio\pilot_v1\pilot_v1_00114.wav,4,0.8762528095579378,0.5376711397755729,0.20404689730499245,0.44000181555747986,0.469207763671875,0.11909227818250656,0.12406067550182343,0.17614805698394775,0.49974411725997925,0.9605625867843628,0.38523685932159424
pilot_v1_00388,data\raw\audio\pilot_v1\pilot_v1_00388.wav,audio_top_k_parameter_mmr,4,pilot_v1_00120,data\raw\audio\pilot_v1\pilot_v1_00120.wav,3,0.9058540384946648,0.5332107969803221,0.1985702614130913,0.7087488174438477,0.4751533269882202,0.4270271360874176,0.09261259436607361,0.07746589183807373,0.29198798537254333,0.870673656463623,0.4230291247367859
pilot_v1_00388,data\raw\audio\pilot_v1\pilot_v1_00388.wav,audio_top_k_parameter_mmr,5,pilot_v1_00970,data\raw\audio\pilot_v1\pilot_v1_00970.wav,8,0.8374176533108106,0.5243733135890719,0.4860241043787195,0.31146106123924255,0.4590553045272827,0.027599593624472618,0.6648210883140564,0.4333697557449341,0.39920076727867126,0.8000890612602234,0.4057352542877197
pilot_v1_00406,data\raw\audio\pilot_v1\pilot_v1_00406.wav,audio_top_k_parameter_mmr,1,pilot_v1_00566,data\raw\audio\pilot_v1\pilot_v1_00566.wav,1,0.9293663348185616,0.7235123755569606,0.4426901814096696,0.1583424061536789,0.3808325529098511,0.5678247213363647,0.7100213766098022,0.41054415702819824,0.1513472944498062,0.73109370470047,0.41185325384140015
pilot_v1_00406,data\raw\audio\pilot_v1\pilot_v1_00406.wav,audio_top_k_parameter_mmr,2,pilot_v1_00910,data\raw\audio\pilot_v1\pilot_v1_00910.wav,18,0.8386743399028338,0.5746834808824665,0.3552243477517944,0.09138762205839157,0.4686269164085388,0.27228033542633057,0.6128759384155273,0.14340004324913025,0.43673521280288696,0.24516239762306213,0.12409248948097229
pilot_v1_00406,data\raw\audio\pilot_v1\pilot_v1_00406.wav,audio_top_k_parameter_mmr,3,pilot_v1_00334,data\raw\audio\pilot_v1\pilot_v1_00334.wav,4,0.8981191217367873,0.5734897461119938,0.298052203147564,0.07479897141456604,0.36708688735961914,0.08813373744487762,0.56888347864151,0.08785395324230194,0.38438865542411804,0.9843199253082275,0.41322189569473267
pilot_v1_00406,data\raw\audio\pilot_v1\pilot_v1_00406.wav,audio_top_k_parameter_mmr,4,pilot_v1_00944,data\raw\audio\pilot_v1\pilot_v1_00944.wav,5,0.8914456080401687,0.5631019113795257,0.47462794121271096,0.5879614353179932,0.40194621682167053,0.5597903728485107,0.14640727639198303,0.2319268435239792,0.2858969569206238,0.26843658089637756,0.3359953761100769
pilot_v1_00406,data\raw\audio\pilot_v1\pilot_v1_00406.wav,audio_top_k_parameter_mmr,5,pilot_v1_00422,data\raw\audio\pilot_v1\pilot_v1_00422.wav,8,0.8703708801657404,0.5445005580770231,0.3854225251389883,0.21910099685192108,0.4207397401332855,0.7811175584793091,0.6122460961341858,0.4290006160736084,0.46150895953178406,0.36723801493644714,0.343265563249588
